,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
63,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
64,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
65,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
66,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
67,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
68,57,57,57,57,57,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
69,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
70,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
71,,,,,,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,W
72,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
73,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
74,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
75,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
76,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
77,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
78,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
79,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
80,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
81,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
82,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
,1,1,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
83,1,1,,,51,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
84,1,1,,51,51,R,R,W,P,P,P,P,P,P,P,P,P,P,P,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
85,1,1,,51,51,R,R,W,W,W,W,W,W,W,W,W,W,P,P,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,W
86,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
87,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
88,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
89,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
90,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
91,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
92,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
93,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
94,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
95,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
96,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
97,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
98,,,,,,,,,,,,,,,,,,R,R,W,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,P,P,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,L,L,P,L,L,L,L,L,L,L,L,L,L,L,P,W
99,,,,,,,,,,,,,,,,,,R,R,W,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,W
100,,,,,,,,,,,,,,,,,,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,P,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,P,P,P,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,P,W,W,W,W,W,W,W,W,W,W,W,W,W,P,W,W,W,W,W,W,W,W,W,W,W,W,W
101,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
102,,,,,,,,,,,,,,,,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
103,,,,,,,,,,,,,,,,,,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,15,15,,,7,7,7,7,,,14,14,14,14,14,14,14,14,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,15,15,,,7,7,7,7,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,15,15,,,7,7,7,7,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,15,15,,,7,7,7,7,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,15,15,,,7,7,7,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,15,,,,,,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,15,15,,,,,,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15,15,,,,,,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,15,,,,,,,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,15,,,,,,,,,,14,14,14,14,14,14,14,,,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,15,,,,,,,,,,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
